ST	penA	mtrR	porB	ponA	gyrA	parC	23S
3108	22.001	25	1	100	22	1	100
3109	22.001	5	1	100	100	1	100
3110	22.001	9	1	100	100	1	100
3111	22.001	25	3	100	100	1	100
3112	22.001	5	100	100	100	1	100
3113	22.001	161	100	100	22	2	100
3114	22.001	19	1	1	100	2	100
3115	22.001	19	2	1	100	2	100
3116	22.001	19	3	1	100	2	100
3117	22.001	19	4	1	100	2	100
3118	22.001	9	1	100	100	2	100
3119	22.001	11	1	100	100	2	100
3120	22.001	21	1	100	100	2	100
3121	22.001	161	1	100	100	2	100
3122	22.001	11	3	100	100	2	100
3123	22.001	161	3	100	100	2	100
3124	22.001	161	8	100	100	2	100
3125	22.001	11	35	100	100	2	100
3126	22.001	15	100	100	100	2	100
3127	22.001	161	100	100	100	2	100
3128	22.001	1	1	1	1	3	100
3129	22.001	1	11	1	1	3	100
3130	22.001	10	100	100	1	3	100
3131	22.001	25	1	100	100	7	100
3132	22.001	25	3	100	100	7	100
3133	22.001	25	13	100	100	7	100
3134	22.001	15	1	100	100	57	100
3135	22.001	15	3	100	100	57	100
3136	22.001	25	3	100	100	100	100
3137	22.01	35	100	1	100	7	100
3138	34.001	25	1	1	100	2	100
3139	34.001	58	100	1	1	3	100
3140	34.001	130	1	100	1	3	100
3141	34.001	130	100	100	1	3	100
3142	34.002	19	8	1	7	9	100
3143	34.006	40	1	2	7	4	100
3144	34.006	40	1	100	7	4	100
3145	34.006	15	3	100	7	4	100
3146	34.006	40	100	100	7	4	100
3147	34.006	36	3	1	7	6	100
3148	34.015	89	13	100	7	4	100
3149	43.002	122	13	100	7	6	100
3150	44.001	36	8	1	1	24	2
3151	44.001	16	10	1	1	10	5
3152	44.001	122	14	1	7	3	100
3153	44.001	16	10	1	1	4	100
3154	44.001	16	6	1	1	10	100
3155	44.001	16	13	1	1	10	100
3156	44.001	16	14	1	1	10	100
3157	44.001	16	35	1	1	10	100
3158	44.001	54	100	1	1	10	100
3159	44.001	16	10	1	100	10	100
3160	44.001	18	100	1	100	10	100
3161	44.001	16	1	1	1	45	100
3162	44.001	161	1	1	1	45	100
3163	45.001	8	3	1	6	1	100
3164	45.001	8	1	100	6	1	100
3165	45.001	8	3	100	6	1	100
3166	45.001	15	100	100	6	1	100
3167	45.001	11	100	100	100	2	100
3168	45.001	15	3	100	6	7	100
3169	45.001	11	100	100	6	7	100
3170	45.001	9	1	100	100	100	100
3171	63.001	1	1	1	100	2	100
3172	63.001	9	1	100	100	100	100
3173	66.001	1	100	1	100	2	100
3174	68.001	19	6	1	100	2	100
3175	68.001	19	14	1	100	2	100
3176	69.001	54	100	100	7	20	100
3177	90.001	104	100	100	100	7	100
3178	14.001	57	100	100	1	22	100
3179	14.001	10	14	1	1	111	100
3181	14.001	76	100	1	7	49	100
3182	22.001	10	100	100	1	22	100
3183	2.002	10	13	100	1	22	100
3184	2.002	10	14	100	7	22	100
3185	2.002	10	13	100	7	22	100
3186	2.002	343	100	100	1	22	100
3180	14.001	81	19	100	7	22	100
3187	1.001	329	6	100	6	2	100
3188	14.001	1	100	1	100	2	2
3189	2.001	351	1	100	100	1	100
3190	2.001	350	11	100	7	4	100
3191	2.001	50	8	1	100	1	2
3192	2.001	39	11	100	7	100	100
3193	93.001	25	13	100	100	100	2
3194	2.001	39	1	100	7	4	1
3195	93.001	25	11	100	100	100	2
3196	14.001	348	1	100	7	20	100
3197	2.001	222	14	1	7	3	100
3198	2.001	40	11	100	100	100	100
3199	174.001	25	1	100	100	100	1
3200	174.001	25	1	100	100	100	2
3201	89.001	19	8	1	100	1	2
3202	19.001	370	1	1	7	3	100
3203	175.001	1	1	1	100	100	2
3204	5.002	370	11	1	1	3	100
3205	2.002	371	8	100	49	7	100
3206	10.001	89	4	1	1	4	100
3207	150.001	33	100	1	1	5	100
3208	150.001	33	100	1	45	5	100
3209	150.001	33	100	1	2	5	100
3210	149.001	33	49	1	2	5	100
3211	150.001	33	11	1	2	5	100
3212	10.008	232	11	1	1	3	100
3213	101.001	25	11	1	2	4	100
3214	150.001	231	11	1	2	5	100
3215	1.001	4	100	100	100	1	47
3216	10.001	1	8	1	1	47	2
3217	13.001	345	4	1	7	9	100
3218	152.001	1	8	1	1	3	100
3219	34.001	1	11	1	1	3	31
3220	10.001	19	100	1	1	3	54
3221	13.001	322	9	1	7	22	100
3222	21.001	325	12	1	7	52	100
3223	103.002	324	13	1	7	21	100
3224	2.002	323	8	1	7	3	100
3225	18.001	326	14	1	7	21	100
3226	18.001	327	8	1	2	24	100
3227	162.001	1	12	1	7	3	100
3228	158.001	36	12	1	7	8	100
3229	18.004	59	12	1	7	3	100
3230	5.002	1	56	1	1	3	100
3231	5.002	19	56	1	1	3	100
3232	43.002	19	57	1	7	3	1
3233	18.001	36	58	1	2	24	100
3234	170.001	19	56	1	1	3	100
3235	43.002	1	59	1	7	2	100
3236	158.001	25	13	1	7	143	100
3237	2.002	19	8	1	7	133	100
3238	21.004	1	8	1	1	134	100
3239	12.001	1	8	1	1	133	100
3240	13.001	25	8	1	7	134	100
3241	13.001	19	8	1	1	133	100
3242	2.002	1	8	1	7	135	1
3243	11.002	1	8	1	7	122	100
3244	12.01	16	11	1	7	6	100
3245	154.001	19	8	1	7	3	100
3246	154.001	36	4	1	1	3	100
3247	155.001	1	8	1	7	3	100
3248	156.001	25	4	100	100	2	100
4526	3.001	222	14	1	7	6	100
3249	157.001	19	12	1	7	3	100
4527	34.001	1	1	1	7	3	100
4528	2.002	122	100	100	7	3	100
4529	34.007	40	13	100	7	4	100
4530	14.023	10	100	100	7	26	100
4531	2.001	9	100	100	100	6	100
4545	5.002	39	14	1	7	3	100
4546	19.001	261	13	1	7	178	100
4547	1.001	514	100	100	100	1	100
4548	100.006	18	100	100	7	4	100
4549	13.001	1	3	1	1	9	100
4550	19.001	88	14	1	7	15	100
4551	3.001	40	13	100	7	3	100
4552	15.001	509	100	100	100	2	100
4553	3.001	222	1	1	7	3	100
4554	1.001	516	100	100	100	1	100
4555	2.001	10	3	100	100	100	100
4556	2.001	9	1	100	100	1	52
4557	43.002	122	100	100	21	48	100
4558	2.001	40	1	1	7	3	2
4559	2.001	1	1	1	7	20	100
4560	2.001	9	3	100	14	100	100
4561	5.002	1	14	100	7	3	100
4562	5.002	122	1	1	7	3	6
4563	13.001	54	14	100	1	22	100
4564	14.002	5	1	100	100	7	100
4565	5.002	122	100	100	7	4	100
4566	2.002	89	100	1	7	3	100
4567	2.002	1	14	100	1	3	100
4568	2.001	1	1	100	7	3	2
4569	5.002	291	14	1	7	3	100
4570	22.001	15	100	100	100	7	71
4571	22.001	343	13	1	7	1	100
4572	19.001	25	8	1	7	140	100
4573	1.017	137	100	100	100	1	100
4574	13.001	19	3	1	7	24	100
4575	15.001	49	100	100	7	20	100
4576	2.001	122	14	1	7	3	100
4577	14.001	512	13	100	100	7	100
4578	1.001	510	100	100	100	1	100
4624	67.001	9	1	1	7	3	100
4625	2.001	25	11	100	7	3	100
4626	2.061	518	13	100	100	100	100
4627	14.002	15	1	100	100	7	75
4635	69.001	18	100	100	7	20	100
4636	2.002	40	3	100	7	20	100
4637	2.002	18	37	100	1	59	100
4638	2.002	10	100	1	7	22	100
4639	2.002	69	100	100	1	18	100
4640	2.002	216	13	100	7	4	100
4641	19.001	368	3	100	7	20	100
4642	19.001	40	3	100	1	20	100
4643	19.001	54	11	1	7	26	100
4644	19.006	18	100	1	7	26	100
4645	2.002	89	13	100	7	26	100
4646	44.001	16	10	1	1	7	100
4647	186.001	1	1	1	100	163	100
4648	21.001	1	8	1	7	82	100
4649	13.002	1	8	1	7	82	100
4650	14.002	29	1	1	100	7	6
4651	76.004	520	62	100	60	112	76
4652	34.001	1	14	100	1	3	100
4653	14.002	29	6	100	100	7	6
4654	14.002	64	1	100	100	7	6
4655	234.001	15	1	100	100	7	6
4656	2.001	39	54	100	7	4	100
4657	14.001	10	3	100	1	1	100
4658	14.001	15	3	100	100	1	100
4659	14.002	442	1	100	100	7	6
4660	14.002	15	3	100	100	7	6
4661	34.001	10	11	1	1	3	100
4662	235.001	10	3	100	100	1	100
3250	162.001	1	8	1	7	3	100
3251	18.001	59	7	1	7	3	100
3252	18.001	89	12	1	7	3	100
3253	2.002	1	8	1	7	1	100
3254	2.002	19	8	100	5	1	100
3255	2.042	19	8	1	7	3	1
3256	43.001	1	4	1	1	122	100
3257	9.001	36	12	1	7	3	100
3258	10.001	54	54	1	7	26	100
3259	10.001	33	31	1	2	5	100
3260	10.001	33	55	1	2	5	100
3261	103.001	25	14	100	7	43	100
3262	104.001	19	8	1	7	3	100
3263	104.001	22	8	1	7	3	100
3264	12.001	1	8	1	7	3	100
3265	12.001	36	8	1	1	3	100
3266	13.001	1	14	1	7	3	100
3267	13.001	1	14	1	1	68	100
3268	13.001	22	4	1	1	9	100
3269	13.001	22	4	1	1	24	100
3270	13.001	22	8	1	1	3	100
3271	13.001	19	12	1	7	3	100
3272	13.002	1	9	1	7	22	100
3273	18.001	19	100	1	7	2	100
3274	2.002	40	11	100	7	4	6
3275	18.001	22	17	1	1	22	100
3276	18.001	25	8	1	7	43	100
3277	18.001	36	17	1	2	24	100
3278	18.001	38	13	1	7	20	100
3279	18.001	59	100	1	7	6	100
3280	2.002	19	100	1	100	3	100
3281	18.001	59	13	1	7	3	100
3282	19.001	38	12	1	7	91	100
3283	2.002	1	12	1	15	23	100
3284	2.002	225	8	100	7	4	100
3285	21.001	19	11	1	7	8	100
3286	21.001	25	11	1	7	3	100
3287	21.001	1	11	1	1	22	100
3288	21.001	19	24	100	1	18	100
3289	21.001	19	21	1	7	3	100
3290	21.002	1	4	1	7	141	100
3291	34.001	38	12	1	7	26	100
3292	43.001	1	4	1	7	3	100
3293	43.001	1	13	1	7	3	100
3294	43.001	1	4	1	7	141	100
3295	43.001	1	12	1	7	48	100
3296	43.001	1	52	1	7	15	100
3297	43.001	19	8	1	7	3	100
3298	43.002	1	12	1	1	3	100
3299	7.001	19	8	1	7	3	100
3300	92.001	40	8	100	7	4	100
3301	43.001	372	100	1	7	6	100
3302	43.002	1	65	1	7	3	100
3303	10.009	33	21	1	2	5	100
3304	18.001	25	4	1	7	43	55
3305	13.001	19	11	1	1	146	100
3306	18.001	19	100	1	7	145	100
3307	15.001	376	1	100	100	2	100
3308	2.002	18	13	100	7	20	100
3309	2.002	19	44	1	1	9	100
3310	2.001	122	100	100	7	6	100
3311	19.001	25	12	1	7	43	100
3312	19.001	38	14	1	7	15	12
3313	34.001	69	11	1	1	3	100
3314	13.001	19	14	1	1	9	100
3315	18.001	307	44	1	1	3	100
3316	14.001	9	44	100	100	100	100
3317	14.001	15	3	100	100	100	100
3318	14.001	18	13	1	7	15	100
3319	2.006	10	100	100	100	7	100
3320	44.001	142	100	1	1	10	100
3321	77.001	19	3	1	7	3	100
3322	92.001	40	21	100	7	4	100
3323	2.041	89	44	100	7	4	100
4532	14.002	151	1	100	100	7	75
3324	162.001	1	8	1	1	23	100
3325	43.004	375	13	1	2	10	1
3326	5.009	1	12	1	1	3	100
3327	14.014	130	3	100	100	2	100
3328	176.001	9	1	100	100	7	100
3329	22.014	15	100	100	100	7	100
3330	1.001	374	100	100	100	1	100
3331	44.001	373	10	1	1	10	100
3332	34.001	1	11	1	1	3	41
3333	166.001	40	100	100	7	4	100
3334	34.007	1	10	100	7	3	100
3335	34.001	9	1	1	7	3	100
3336	13.001	1	11	1	1	3	100
3337	34.001	9	14	100	7	3	100
3338	2.002	42	11	100	10	2	2
3339	5.002	1	100	11	1	3	100
3340	2.022	161	4	1	25	10	100
3341	100.001	61	100	100	11	2	26
3342	19.001	54	100	1	7	26	43
3343	5.002	38	3	1	1	39	100
3344	2.002	216	11	100	7	4	100
3345	34.001	40	8	100	1	34	100
3346	21.001	1	54	1	7	47	100
3347	14.001	22	3	100	100	7	100
3348	19.001	54	100	1	7	26	100
3349	10.001	33	100	1	2	5	2
3350	9.001	9	1	100	100	100	2
3351	12.002	1	12	1	7	3	100
3352	2.001	1	13	100	1	10	100
3353	2.001	380	13	100	1	10	100
3354	2.002	10	13	100	100	100	100
3355	2.002	16	13	1	7	64	100
3356	2.002	100	100	100	7	22	100
3357	12.001	35	12	1	100	7	100
3358	12.001	135	13	1	7	15	100
3359	12.001	173	3	1	7	150	100
3360	12.001	173	13	1	7	150	100
3361	12.001	378	3	1	7	150	100
3362	12.001	378	14	1	7	150	100
3363	14.001	194	13	1	7	22	100
3364	14.001	379	3	100	100	1	100
3365	14.001	379	3	100	47	1	100
3366	18.001	19	23	1	7	8	100
3367	19.001	10	13	1	1	49	100
3368	19.001	18	14	1	7	151	100
3369	19.001	135	100	1	7	3	100
3370	19.001	194	12	1	7	26	100
3371	19.014	89	23	100	7	8	100
3372	34.001	377	11	1	1	3	100
3373	2.001	54	13	100	1	22	22
3374	2.001	54	100	100	1	22	22
3375	19.013	48	100	1	7	15	100
3376	19.001	5	100	1	7	26	100
3377	2.001	54	1	100	1	22	100
3378	2.001	10	100	100	1	1	100
3379	19.001	38	13	1	7	7	100
3380	2.001	54	100	100	1	22	100
3381	14.001	5	14	100	1	22	100
3382	2.001	54	3	100	1	22	100
3383	2.001	14	13	100	1	22	22
3384	9.001	38	1	1	7	26	100
3385	12.007	54	1	100	1	22	22
3386	19.001	54	1	1	7	26	100
3387	19.001	38	1	1	1	26	100
3388	2.002	40	12	100	7	4	100
3389	2.002	274	13	100	7	4	100
3390	2.001	9	1	100	1	3	100
3391	2.001	40	1	100	7	4	100
3392	19.001	47	13	1	7	2	100
3393	19.001	38	14	100	7	26	100
3394	2.001	38	14	100	1	22	100
3395	19.001	38	12	100	7	26	100
3396	2.002	38	13	100	7	4	100
3397	14.001	5	100	100	7	7	100
3398	3.001	274	13	100	7	4	100
3399	19.001	38	12	1	7	1	100
3400	14.001	1	3	100	1	3	100
3401	19.001	38	3	1	7	26	100
3402	1.001	1	100	1	1	3	100
3403	19.001	47	1	1	7	17	100
3404	14.001	54	100	100	1	90	100
3405	1.001	10	3	100	100	7	100
3406	19.001	254	100	1	7	89	100
3407	14.001	10	100	100	1	15	100
3408	19.001	254	13	1	7	15	100
3409	2.002	10	14	100	1	22	100
3410	2.002	11	100	100	100	100	100
3411	14.001	171	100	100	1	100	100
3412	2.008	163	14	100	100	2	100
3413	2.002	10	100	1	1	89	100
3414	2.002	18	3	1	7	20	100
3415	14.001	10	14	1	100	2	100
3416	14.001	5	14	100	100	100	100
3417	2.002	54	11	1	100	89	100
3418	14.001	105	100	1	100	100	100
3419	34.001	381	1	100	7	3	100
3420	2.001	9	1	100	7	3	100
3421	34.001	291	1	100	7	3	100
3422	178.001	222	14	1	7	3	100
3423	5.002	1	10	1	1	3	2
3424	5.002	222	14	1	7	3	55
3425	9.001	382	13	1	1	22	100
3426	9.001	383	13	1	1	22	100
3427	9.001	384	13	1	1	22	100
3428	9.001	385	13	1	1	22	100
3429	2.002	386	100	1	100	89	100
3430	2.002	386	100	1	32	4	100
3431	22.001	388	100	1	1	10	100
3432	14.001	10	19	100	100	2	100
3433	14.015	10	3	100	1	100	100
3434	179.001	387	100	100	100	1	100
3435	19.001	254	13	1	7	20	100
3436	14.001	105	3	100	100	100	100
3437	14.001	10	100	100	100	18	100
3438	2.001	389	100	1	1	12	100
3439	2.002	169	13	100	100	100	100
3440	14.001	18	12	10	100	7	100
3441	14.001	5	3	1	1	22	100
3442	2.001	57	13	100	1	22	100
3443	19.001	163	14	1	7	15	100
3444	19.001	169	3	1	7	4	100
3445	19.001	10	19	1	7	15	100
3446	19.001	163	3	1	7	15	100
3447	22.001	10	100	1	7	15	100
3448	19.001	10	3	1	7	7	100
3449	14.001	10	3	10	100	7	100
3450	2.001	163	3	1	1	22	100
3451	14.001	10	14	10	100	7	100
3452	2.001	57	100	100	1	22	100
3453	2.002	18	100	1	100	100	100
3454	2.002	10	100	1	1	22	100
3455	2.001	25	100	100	100	2	100
3456	14.001	10	100	1	1	49	100
3457	19.001	163	100	1	7	15	100
3458	14.001	10	100	10	100	7	100
3459	19.001	16	3	1	7	8	100
3460	2.001	10	100	1	100	2	100
3461	2.001	163	13	100	1	22	100
3462	2.002	54	100	100	100	22	100
3463	19.001	10	19	1	7	7	100
3464	14.001	10	3	1	100	7	100
3465	14.001	10	13	1	1	89	100
3466	14.001	10	13	10	100	7	100
3467	14.001	57	13	10	100	7	100
3468	2.002	54	100	100	100	89	100
3469	2.002	115	100	100	1	22	100
3470	19.001	10	14	1	7	15	100
3471	14.001	25	13	100	100	100	100
3472	2.001	25	100	100	1	4	100
3473	19.001	163	13	1	7	15	100
3474	19.001	10	3	1	7	100	100
3475	19.001	10	13	1	7	7	100
3476	22.001	10	3	10	1	49	100
3477	19.001	10	3	1	7	15	100
3478	14.001	163	3	100	100	2	100
3479	2.001	57	13	100	100	22	100
3480	19.001	254	100	1	7	15	100
3481	14.001	10	100	1	100	7	12
3482	2.001	163	3	1	7	15	100
3483	2.002	18	13	1	100	2	100
3484	14.001	10	12	10	100	7	100
3485	19.001	383	100	1	7	15	100
3486	180.001	9	1	1	100	100	100
3487	68.001	25	100	8	100	27	100
3488	68.001	25	100	1	100	2	100
3489	14.001	344	3	100	100	7	100
3490	1.001	224	100	100	100	2	100
3491	151.001	54	100	1	1	18	100
3492	2.001	64	3	1	2	10	100
3493	19.001	47	67	1	7	78	100
3494	5.002	10	14	100	7	3	100
3495	2.002	89	14	100	1	4	100
3496	19.001	404	100	1	100	7	100
3497	19.001	403	3	100	100	1	100
3498	19.001	403	100	100	100	1	100
3499	166.001	402	8	100	7	2	100
3500	166.001	402	8	100	7	4	100
3501	2.002	222	14	1	7	3	100
3502	19.001	393	100	100	100	1	100
3503	19.001	393	100	1	7	4	100
3504	9.001	391	100	1	1	49	100
3505	9.001	397	3	1	1	49	100
3506	2.001	393	14	100	100	1	100
3507	2.001	395	13	100	1	22	100
3508	2.001	390	13	100	1	22	100
3509	2.001	396	14	1	1	22	100
3510	14.001	398	3	100	100	2	100
3511	14.001	163	100	100	100	152	100
3512	2.002	392	100	100	100	89	100
3513	22.001	400	100	1	1	49	100
3514	19.001	394	14	1	7	15	100
3515	19.001	399	100	100	100	1	100
3516	19.001	393	14	100	22	1	100
3517	19.001	401	13	1	7	26	100
3518	14.001	10	37	10	100	7	100
3519	19.001	254	14	1	7	15	100
3520	1.002	5	3	100	100	2	100
3521	100.008	25	4	100	100	2	100
3522	60.001	288	8	1	7	53	2
3523	60.001	1	48	1	7	3	100
3524	34.001	405	3	100	7	20	100
3525	10.001	1	9	1	1	3	100
3526	2.001	54	14	100	7	49	100
3527	10.001	33	8	1	7	5	2
3528	5.002	1	11	1	1	22	1
3529	2.002	19	100	1	7	3	2
3530	43.002	122	13	100	7	6	2
3531	43.002	256	46	100	7	6	100
3532	2.006	25	14	100	100	2	12
3533	21.003	6	1	100	100	2	1
3534	22.001	6	3	100	100	2	100
3535	1.001	6	100	1	100	7	100
3536	14.001	6	1	100	100	2	100
3537	10.001	33	21	1	2	15	100
3538	10.001	232	11	1	1	3	44
3539	10.001	25	8	1	2	5	45
3540	10.001	1	8	1	1	3	46
3541	106.001	33	100	1	2	75	48
3542	10.001	1	100	1	1	3	49
3543	43.002	122	1	1	7	6	100
3544	43.002	122	1	100	7	3	100
3545	14.001	130	10	100	100	2	100
3546	10.001	38	8	1	7	55	100
3547	10.001	38	100	1	7	23	100
3548	44.001	282	1	1	1	10	2
3549	2.001	1	14	100	7	3	100
3550	2.001	9	1	100	1	4	2
3551	1.001	1	100	1	7	15	100
3552	1.001	321	100	100	100	1	100
3553	1.001	418	100	100	100	1	100
3554	1.001	422	1	100	100	1	100
3555	1.001	429	100	100	100	1	100
3556	1.003	171	100	100	100	1	100
3557	1.014	415	100	100	100	1	100
3558	1.015	5	100	100	100	1	100
3559	1.016	416	100	100	100	1	100
3560	1.017	5	100	100	100	1	100
3561	1.018	5	100	100	100	1	100
3562	2.001	1	1	100	100	2	2
3563	2.001	1	1	100	100	2	100
3564	2.001	1	8	1	100	2	100
3565	2.001	1	13	1	100	2	100
3566	2.001	9	13	100	100	1	100
3567	2.001	9	100	1	100	100	100
3568	2.001	15	100	100	100	100	100
3569	2.001	18	100	100	100	7	100
3570	2.001	19	10	1	1	22	22
3571	2.001	24	8	100	100	2	100
3572	2.001	39	1	100	1	3	100
3573	2.001	39	12	100	100	100	100
3574	2.001	54	13	100	1	22	100
3575	2.001	122	1	100	100	100	2
3576	2.001	130	3	1	100	2	100
3577	2.001	163	100	100	1	22	100
3578	2.001	183	4	100	100	100	100
3579	2.001	291	3	100	100	3	100
3580	2.001	407	100	100	100	100	100
3581	2.001	408	11	100	7	4	100
3582	2.001	413	1	100	100	100	100
3583	2.001	414	3	100	100	100	100
3584	2.001	427	1	1	100	2	100
3585	2.002	1	13	100	100	100	100
3586	2.002	1	14	1	1	3	100
3587	2.002	19	3	1	7	3	2
3588	2.002	19	16	100	1	18	100
3589	2.002	25	100	100	7	43	100
3590	2.002	25	100	100	7	140	100
3591	2.002	29	13	100	7	4	100
3592	2.002	42	100	100	10	2	2
3593	2.002	47	3	1	7	17	100
3594	2.002	48	19	100	7	18	100
3595	2.002	54	3	100	5	2	100
3596	2.002	54	14	100	7	4	100
3597	2.002	54	14	100	100	2	100
3598	2.002	69	14	100	1	3	100
3599	2.002	89	37	100	7	68	100
3600	2.002	89	54	100	7	26	100
3601	2.002	124	3	100	7	4	100
3602	2.002	130	1	100	7	3	100
3603	2.002	410	1	1	7	3	100
3604	2.002	412	13	100	7	4	100
3605	2.006	14	100	100	35	1	100
3606	2.047	39	3	100	100	100	100
3607	2.048	39	11	100	100	100	100
3608	2.049	1	1	1	100	2	100
3609	2.05	39	11	100	7	4	100
3610	2.051	1	1	1	100	2	100
3611	3.002	54	14	100	1	20	100
3612	5.002	5	100	1	1	3	100
3613	5.002	10	14	1	7	3	100
3614	5.002	89	100	1	1	3	100
3615	5.002	122	14	1	7	2	100
3616	5.002	122	14	1	7	161	100
3617	9.001	25	12	1	1	2	100
3618	9.001	54	12	1	7	22	100
3619	9.001	69	14	1	1	10	100
3620	9.001	346	10	1	1	162	100
3621	10.001	9	1	100	100	100	100
3622	10.001	25	12	1	2	5	2
3623	10.001	25	48	1	2	5	32
3624	10.001	25	49	1	2	5	100
3625	10.001	33	37	1	2	160	100
3626	12.001	1	13	1	25	10	100
3627	12.001	35	100	1	1	3	100
3628	12.001	89	13	100	7	4	100
3629	12.001	411	3	1	1	3	100
3630	12.004	1	12	1	1	3	100
3631	12.007	1	1	1	100	2	100
3632	12.007	9	14	100	100	100	100
3633	13.001	19	3	1	1	3	100
3634	13.001	19	21	1	1	9	100
3635	13.001	19	37	1	7	24	100
3636	13.001	122	14	1	7	3	100
3637	13.001	425	8	1	1	3	100
3638	13.001	425	12	1	1	3	100
3639	13.007	19	3	1	1	9	100
3640	14.001	10	14	100	7	20	100
3641	14.001	15	3	100	100	7	100
3642	14.001	15	100	100	100	100	100
3643	14.001	18	13	100	7	41	100
3644	14.001	19	3	1	1	9	100
3645	14.001	57	100	1	1	22	100
3646	14.001	89	13	1	7	18	100
3647	14.001	130	3	100	1	3	100
3648	14.001	130	3	100	51	2	100
3649	14.001	420	12	100	1	2	100
3650	14.001	420	12	100	1	4	100
3651	14.002	40	1	100	100	7	100
3652	14.016	29	1	100	100	7	100
3653	15.001	1	100	1	1	3	100
3654	15.001	18	100	100	100	1	100
3655	15.001	60	100	100	100	1	100
3656	15.001	62	100	100	10	2	100
3657	15.001	136	100	100	100	2	100
3658	15.001	424	100	100	100	2	100
3659	15.001	426	100	100	100	1	100
3660	15.009	142	100	100	100	2	100
3661	15.01	142	100	100	100	2	100
3662	18.001	5	14	100	7	3	100
3663	18.001	89	13	1	7	3	100
3664	19.001	1	37	1	7	55	100
3665	19.001	5	13	100	23	55	100
3666	19.001	10	13	100	7	41	100
3667	19.001	15	14	1	7	15	100
3668	19.001	19	3	1	7	15	100
3669	19.001	38	8	1	7	55	100
3670	19.001	38	10	1	7	55	100
3671	19.001	40	13	100	7	9	100
3672	19.001	40	100	100	7	4	100
3673	19.001	47	3	1	7	118	100
3674	19.001	47	14	1	7	78	100
3675	19.001	48	13	1	15	20	100
3676	19.001	54	14	100	7	131	100
3677	19.001	64	55	100	100	4	100
3678	19.001	69	100	1	7	15	100
3679	19.001	139	12	1	7	43	100
3680	19.001	225	13	1	7	26	100
3681	19.014	89	100	100	7	8	100
3682	19.015	47	14	1	7	17	100
3683	19.016	47	3	1	7	17	100
3684	22.001	15	100	100	100	7	56
3685	22.001	82	100	100	100	2	100
3686	22.015	50	3	100	100	1	100
3687	22.016	15	100	100	100	7	100
3688	34.001	1	26	1	1	3	100
3689	34.015	39	13	100	7	4	100
3690	34.025	1	11	1	1	3	100
3691	34.026	284	100	100	7	9	100
3692	43.002	54	100	1	7	20	100
3693	43.002	122	62	100	7	6	100
3694	43.002	122	100	100	7	48	100
3695	44.001	16	4	1	1	9	100
3696	44.001	16	10	1	1	3	100
3697	44.001	16	10	1	1	163	100
3698	44.001	16	62	1	1	10	100
3699	44.001	19	10	1	1	9	100
3700	44.001	38	3	1	7	1	100
3701	44.001	42	100	100	10	2	100
3702	66.001	25	8	100	100	100	18
3703	68.001	19	16	1	100	2	100
3704	68.001	428	100	1	1	3	100
3705	69.001	54	4	100	1	18	100
3706	69.001	54	14	100	1	3	100
3707	80.002	40	13	100	7	4	100
3708	81.001	423	1	100	100	2	100
3709	93.001	25	21	100	100	100	2
3710	93.001	409	3	100	100	100	2
3711	93.001	419	3	100	100	100	100
3712	94.001	42	100	100	10	2	1
3713	100.001	421	14	100	100	1	100
3714	100.006	18	100	100	7	3	100
3715	103.002	38	8	1	7	26	100
3716	120.001	22	4	1	34	93	100
3717	122.001	16	4	1	1	3	100
3718	137.001	10	1	100	100	2	100
3719	167.001	16	10	1	1	10	100
3720	171.001	89	4	1	1	4	100
3721	183.001	5	100	100	100	1	100
3722	184.001	48	3	100	14	7	100
3723	185.001	15	100	1	7	15	100
3724	186.001	1	1	1	100	2	100
3725	187.001	9	1	100	100	1	100
3726	188.001	1	11	1	1	3	100
3727	189.001	122	14	1	7	3	100
3728	43.002	122	1	100	52	6	100
3729	2.02	39	1	100	100	100	100
3730	3.003	122	8	1	7	3	100
3731	2.001	39	1	1	7	4	100
3732	14.001	39	3	100	100	100	100
3733	34.001	1	11	1	1	7	100
3734	15.001	361	100	100	100	2	100
3735	14.001	39	100	100	100	100	100
3736	2.001	40	1	1	7	3	100
3737	2.002	10	100	100	10	2	100
3738	2.001	1	13	1	1	92	100
3739	2.002	1	9	1	7	82	100
3740	2.002	1	8	1	2	24	100
3741	2.002	16	8	1	23	82	100
3742	2.002	19	8	1	7	82	2
3743	2.002	19	11	1	7	3	1
3744	2.002	19	17	1	7	82	100
3745	2.002	19	8	1	7	82	100
3746	2.002	40	4	100	1	34	100
3747	2.002	47	8	1	7	3	100
3748	3.001	25	8	1	7	53	100
3749	5.002	1	4	1	7	133	100
3750	5.002	1	4	1	38	3	100
3751	5.002	1	8	1	7	82	100
3752	5.002	1	11	1	1	22	2
3753	5.002	1	12	1	7	82	100
3754	5.002	1	13	1	7	82	100
3755	5.002	1	46	1	7	82	100
3756	5.002	1	100	1	7	82	100
3757	5.002	19	8	1	7	82	100
3758	5.002	19	8	1	1	82	100
3759	5.002	19	12	1	38	3	100
3760	5.002	33	8	1	2	5	100
3761	5.002	64	10	1	7	3	100
3762	7.001	25	8	1	5	69	100
3763	10.001	33	54	1	7	5	100
3764	10.001	33	4	1	5	5	100
3765	10.003	1	8	1	7	95	2
3766	10.003	47	8	1	7	21	12
3767	10.008	33	8	1	2	5	100
3768	12.001	1	8	1	1	82	100
3769	12.001	22	8	1	34	3	100
